ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
5011505,F,N,Y,1,27000.0,Pensioner,Incomplete higher,Married,House / apartment,-25174,365243,1,0,1,0,Sales staff,3
5011506,M,Y,Y,0,27000.0,Working,Secondary / secondary special,Married,Co-op apartment,-13531,-1182,1,0,0,0,Sales staff,2
5011507,M,Y,N,2,80900.0,Working,Higher education,Married,Municipal apartment,-22879,-554,1,1,0,0,Security staff,4
5011508,F,Y,N,0,173400.0,Working,Academic degree,Married,House / apartment,-14812,-8352,1,0,0,1,Sales staff,2
5011509,F,N,N,2,50200.0,Working,Secondary / secondary special,Married,Municipal apartment,-19010,-438,1,0,0,1,High skill tech staff,4
5011510,M,N,N,0,73900.0,Commercial associate,Lower secondary,Married,House / apartment,-19064,-4213,1,0,0,0,Managers,2
5011511,M,N,Y,1,114900.0,State servant,Higher education,Single / not married,House / apartment,-9741,-1009,1,0,1,0,Core staff,2
5011512,M,Y,Y,4,129600.0,State servant,Academic degree,Single / not married,House / apartment,-9597,-3070,1,1,1,1,Sales staff,5
5011513,M,N,N,0,76700.0,Working,Incomplete higher,Married,Rented apartment,-10466,-151,1,1,0,0,nan,2
5011514,F,N,Y,1,53200.0,Working,Lower secondary,Single / not married,House / apartment,-23687,-760,1,0,0,0,Sales staff,2
5011515,F,Y,Y,0,132800.0,Working,Higher education,Separated,House / apartment,-11598,-2245,1,0,0,0,Medicine staff,1
5011516,M,N,Y,2,44100.0,State servant,Secondary / secondary special,Married,House / apartment,-17906,-145,1,0,0,0,Cooking staff,4
5011517,M,N,Y,1,57800.0,Working,Higher education,Married,House / apartment,-19690,-1058,1,0,0,1,Laborers,3
5011518,M,Y,Y,3,95300.0,Working,Higher education,Single / not married,House / apartment,-7775,-1130,1,0,1,0,High skill tech staff,4
5011519,M,N,N,2,27000.0,Pensioner,Higher education,Single / not married,With parents,-17354,365243,1,0,0,0,Accountants,3
5011520,F,Y,Y,0,87100.0,Working,Lower secondary,Married,House / apartment,-10429,-78,1,0,0,0,Managers,2
5011521,F,N,Y,0,122100.0,Working,Secondary / secondary special,Civil marriage,Co-op apartment,-12166,-2276,1,0,0,1,Drivers,2
5011522,F,Y,N,1,155500.0,Working,Secondary / secondary special,Married,Co-op apartment,-20907,-1319,1,0,1,0,Laborers,3
5011523,M,Y,Y,0,76700.0,Commercial associate,Lower secondary,Married,House / apartment,-20866,-571,1,1,1,0,Sales staff,2
5011524,F,Y,N,0,75000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-22741,-676,1,0,0,0,Accountants,1
5011525,F,N,Y,0,126100.0,Commercial associate,Lower secondary,Separated,House / apartment,-22969,-3154,1,0,0,0,Drivers,1
5011526,F,N,N,1,55400.0,Working,Lower secondary,Civil marriage,House / apartment,-18158,-954,1,0,0,0,Laborers,3
5011527,F,N,Y,0,63600.0,Working,Secondary / secondary special,Separated,House / apartment,-16818,-2247,1,0,0,0,nan,1
5011528,M,N,Y,2,105700.0,Commercial associate,Higher education,Married,House / apartment,-22346,-205,1,0,0,0,nan,4
5011529,M,N,N,2,56200.0,Pensioner,Academic degree,Married,Rented apartment,-16890,365243,1,0,0,0,Core staff,4
5011530,M,Y,N,2,31000.0,Working,Secondary / secondary special,Married,House / apartment,-22101,-48,1,0,0,0,Cooking staff,4
5011531,M,N,Y,0,43300.0,Working,Secondary / secondary special,Married,House / apartment,-19048,-1160,1,0,0,0,Core staff,2
5011532,M,Y,N,0,40100.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,-22663,-2527,1,0,1,1,Drivers,1
5011533,F,Y,Y,0,43200.0,Commercial associate,Higher education,Married,Office apartment,-16419,-1974,1,0,0,0,Medicine staff,2
5011534,F,N,N,4,44200.0,Working,Secondary / secondary special,Married,House / apartment,-8605,-2023,1,0,1,0,Sales staff,6
5011535,F,Y,Y,0,82700.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-12222,-5603,1,0,1,0,Drivers,1
5011536,M,Y,Y,0,72600.0,State servant,Higher education,Married,House / apartment,-11361,-2684,1,0,1,0,Managers,2
5011537,F,N,Y,0,34700.0,Commercial associate,Higher education,Married,House / apartment,-9330,-2276,1,0,1,0,Medicine staff,2
5011538,F,N,Y,1,48100.0,Working,Incomplete higher,Separated,Rented apartment,-7856,-220,1,1,0,1,Managers,2
5011539,F,N,Y,1,27000.0,Pensioner,Higher education,Single / not married,House / apartment,-20055,365243,1,0,0,1,Drivers,2
5011540,F,N,Y,0,66800.0,Working,Incomplete higher,Single / not married,Rented apartment,-23429,-590,1,0,0,0,Security staff,1
5011541,F,N,Y,0,54400.0,Working,Secondary / secondary special,Single / not married,With parents,-19018,-838,1,1,0,0,Accountants,1
5011542,F,N,Y,1,161100.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12386,-27,1,0,1,0,Managers,3
5011543,M,Y,Y,0,68700.0,Working,Incomplete higher,Married,Rented apartment,-13508,-3303,1,0,0,0,Managers,2
5011544,M,Y,N,1,58400.0,State servant,Secondary / secondary special,Married,Rented apartment,-8205,-1709,1,0,0,1,Laborers,3
5011545,M,N,Y,2,65000.0,Working,Secondary / secondary special,Civil marriage,With parents,-15284,-302,1,1,0,0,Laborers,4
5011546,M,Y,N,1,54700.0,Working,Higher education,Married,Office apartment,-15214,-1505,1,0,0,1,nan,3
5011547,M,N,N,1,140400.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-9813,-848,1,1,1,0,Core staff,2
5011548,F,N,N,2,62900.0,Working,Secondary / secondary special,Married,House / apartment,-18306,-1463,1,0,0,0,Core staff,4
5011549,F,Y,N,2,89800.0,Working,Higher education,Civil marriage,House / apartment,-12776,-635,1,0,0,0,Drivers,4
5011550,F,Y,Y,0,130400.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12986,-3227,1,0,1,0,Security staff,2
5011551,M,Y,Y,0,57000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-23751,-220,1,0,0,1,Security staff,1
5011552,F,Y,Y,2,40600.0,Commercial associate,Incomplete higher,Civil marriage,With parents,-24467,-322,1,1,0,0,Security staff,4
5011553,F,Y,Y,0,58900.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10811,-1892,1,0,1,0,nan,1
5011554,M,N,N,3,121800.0,Commercial associate,Lower secondary,Single / not married,House / apartment,-12040,-2258,1,0,1,1,Laborers,4
5011555,F,N,Y,0,35800.0,State servant,Secondary / secondary special,Married,House / apartment,-10001,-228,1,0,0,0,Sales staff,2
5011556,M,N,Y,3,53300.0,Pensioner,Incomplete higher,Married,Rented apartment,-16388,365243,1,0,0,0,nan,5
5011557,M,Y,N,1,106700.0,Working,Secondary / secondary special,Married,Rented apartment,-15103,-440,1,0,0,0,Managers,3
5011558,F,Y,Y,2,88900.0,Pensioner,Secondary / secondary special,Married,House / apartment,-10875,365243,1,0,0,0,Cooking staff,4
5011559,M,N,Y,0,64500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-19309,365243,1,0,0,1,Laborers,1
5011560,F,N,Y,4,104300.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-8326,-1555,1,0,1,0,Managers,5
5011561,F,N,N,0,99400.0,Commercial associate,Lower secondary,Married,Co-op apartment,-10041,-2951,1,0,1,0,nan,2
5011562,F,N,N,0,42500.0,Working,Higher education,Single / not married,Co-op apartment,-8291,-1525,1,0,1,0,Core staff,1
5011563,M,N,Y,0,59700.0,Commercial associate,Higher education,Single / not married,House / apartment,-23955,-4715,1,0,0,0,nan,1
5011564,M,N,Y,3,41900.0,Commercial associate,Incomplete higher,Widow,Rented apartment,-11700,-1484,1,0,1,1,Laborers,4
5011565,M,Y,Y,0,75500.0,Working,Secondary / secondary special,Civil marriage,With parents,-12916,-194,1,0,0,0,Laborers,2
5011566,F,N,Y,1,89200.0,Working,Higher education,Single / not married,House / apartment,-20117,-4084,1,0,1,0,Managers,2
5011567,F,Y,N,1,77100.0,Working,Secondary / secondary special,Married,Rented apartment,-9795,-2965,1,1,1,0,Laborers,3
5011568,M,N,Y,2,54000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-10021,365243,1,0,0,0,Core staff,4
5011569,F,N,Y,1,128700.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11615,-456,1,0,1,0,Core staff,3
5011570,F,Y,N,1,40200.0,Working,Incomplete higher,Civil marriage,Municipal apartment,-8506,-2084,1,0,0,0,Managers,3
5011571,M,Y,N,1,48900.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19785,365243,1,1,0,0,Sales staff,3
5011572,F,Y,N,1,102100.0,Commercial associate,Secondary / secondary special,Married,With parents,-18968,-4189,1,0,1,0,nan,3
5011573,F,Y,Y,0,62200.0,State servant,Incomplete higher,Widow,House / apartment,-15259,-2024,1,0,0,0,Cooking staff,1
5011574,M,Y,Y,0,28100.0,Working,Incomplete higher,Civil marriage,House / apartment,-18063,-728,1,0,1,1,Accountants,2
5011575,M,Y,Y,0,46100.0,Working,Higher education,Civil marriage,House / apartment,-14424,-555,1,0,1,0,High skill tech staff,2
5011576,F,Y,Y,0,72700.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-10056,-1761,1,1,0,0,Core staff,2
5011577,F,Y,Y,0,78200.0,Working,Secondary / secondary special,Married,House / apartment,-23083,-5050,1,0,0,0,Drivers,2
5011578,F,N,N,1,74200.0,Working,Incomplete higher,Married,House / apartment,-11430,-786,1,1,0,0,Laborers,3
5011579,F,Y,N,3,173800.0,Working,Secondary / secondary special,Single / not married,House / apartment,-8662,-1632,1,0,0,0,Managers,4
5011580,M,Y,Y,0,72700.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21727,365243,1,0,1,1,Managers,2
5011581,M,N,Y,1,72400.0,Working,Academic degree,Married,House / apartment,-23212,-3272,1,0,0,0,High skill tech staff,3
5011582,F,N,N,0,77200.0,Working,Secondary / secondary special,Single / not married,With parents,-23523,-271,1,0,1,0,Security staff,1
5011583,M,N,N,0,129500.0,Working,Incomplete higher,Married,House / apartment,-23737,-2593,1,0,0,1,Sales staff,2
5011584,M,Y,N,1,131800.0,Working,Incomplete higher,Married,With parents,-19619,-3420,1,0,0,0,Laborers,3
5011585,F,N,Y,3,89200.0,State servant,Lower secondary,Single / not married,House / apartment,-17620,-2600,1,1,1,0,Laborers,4
5011586,F,N,Y,0,159500.0,Working,Academic degree,Single / not married,House / apartment,-21781,-2509,1,1,0,0,Cooking staff,1
5011587,F,N,N,0,61000.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,-19291,-1037,1,0,0,1,Managers,1
5011588,F,N,N,0,72200.0,Working,Higher education,Married,Rented apartment,-8918,-1345,1,0,1,0,Core staff,2
5011589,M,N,Y,0,304000.0,Working,Secondary / secondary special,Married,Rented apartment,-20295,-574,1,0,1,0,Laborers,2
5011590,F,N,Y,1,105700.0,State servant,Incomplete higher,Married,House / apartment,-13659,-2583,1,0,1,0,Managers,3
5011591,M,N,N,2,27500.0,Student,Incomplete higher,Married,With parents,-20157,-415,1,1,1,1,Laborers,4
5011592,F,N,Y,1,76600.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-22682,-1473,1,0,0,1,Sales staff,3
5011593,F,N,N,0,79300.0,Working,Higher education,Separated,House / apartment,-21120,-3160,1,0,1,0,Managers,1
5011594,F,N,Y,2,155000.0,Working,Secondary / secondary special,Widow,House / apartment,-17133,-375,1,0,1,1,Core staff,3
5011595,F,Y,N,0,105000.0,Working,Secondary / secondary special,Married,House / apartment,-25178,-548,1,0,1,0,Core staff,2
5011596,F,N,Y,1,88200.0,Commercial associate,Higher education,Single / not married,House / apartment,-13653,-1144,1,1,0,0,Laborers,2
5011597,M,Y,Y,0,34400.0,Working,Secondary / secondary special,Married,House / apartment,-19733,-2490,1,0,0,0,Drivers,2
5011598,F,N,N,2,34300.0,Pensioner,Higher education,Married,House / apartment,-25502,365243,1,0,0,1,Core staff,4
5011599,F,N,N,2,93900.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10497,-595,1,0,0,0,Cooking staff,4
5011600,M,Y,N,2,69000.0,Working,Higher education,Married,House / apartment,-10687,-429,1,0,0,1,Drivers,4
5011601,F,N,Y,0,77800.0,Pensioner,Incomplete higher,Married,Rented apartment,-10193,365243,1,0,1,0,Drivers,2
5011602,F,Y,N,1,42800.0,Pensioner,Secondary / secondary special,Married,House / apartment,-7904,365243,1,0,1,0,Managers,3
5011603,M,Y,Y,1,133300.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-21997,-276,1,0,1,0,Core staff,2
5011604,F,Y,Y,1,39600.0,State servant,Secondary / secondary special,Single / not married,Office apartment,-22506,-6772,1,0,1,1,nan,2
5011605,F,Y,N,0,37500.0,Pensioner,Higher education,Single / not married,Municipal apartment,-13309,365243,1,0,1,1,nan,1
5011606,F,Y,Y,0,125000.0,Commercial associate,Academic degree,Married,Municipal apartment,-8063,-1691,1,0,0,0,Sales staff,2
5011607,F,N,Y,0,194700.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-10381,-3884,1,0,0,0,Medicine staff,1
5011608,F,N,Y,0,85800.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-15560,-1126,1,0,0,0,Laborers,1
5011609,F,Y,Y,2,132700.0,Commercial associate,Higher education,Married,House / apartment,-17309,-985,1,0,0,0,Medicine staff,4
5011610,F,N,N,2,133400.0,Working,Higher education,Single / not married,House / apartment,-14222,-1279,1,0,1,0,Core staff,3
5011611,M,Y,N,0,73000.0,Pensioner,Secondary / secondary special,Civil marriage,Rented apartment,-13210,365243,1,0,0,0,Core staff,2
5011612,F,Y,Y,3,102400.0,Working,Higher education,Single / not married,House / apartment,-16879,-677,1,0,0,0,Managers,4
5011613,F,Y,N,0,62400.0,Working,Secondary / secondary special,Married,House / apartment,-15611,-1509,1,0,1,0,Sales staff,2
5011614,M,N,Y,0,181100.0,Commercial associate,Secondary / secondary special,Married,With parents,-7941,-1237,1,0,0,0,Laborers,2
5011615,F,N,Y,0,50500.0,Commercial associate,Secondary / secondary special,Married,Rented apartment,-19124,-5793,1,0,0,0,Drivers,2
5011616,F,Y,Y,2,51700.0,Commercial associate,Higher education,Separated,With parents,-24389,-2830,1,0,1,0,Core staff,3
5011617,M,Y,Y,1,169500.0,Working,Academic degree,Civil marriage,Municipal apartment,-15651,-1455,1,1,0,0,Managers,3
5011618,F,Y,Y,0,86100.0,Working,Lower secondary,Married,Rented apartment,-17518,-533,1,0,0,0,Core staff,2
5011619,F,N,N,1,27200.0,Pensioner,Higher education,Civil marriage,House / apartment,-21410,365243,1,0,0,0,Security staff,3
5011620,F,N,Y,0,48000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-23577,-9130,1,0,0,0,Sales staff,2
5011621,M,Y,Y,0,27000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19512,365243,1,0,0,0,Cooking staff,2
5011622,M,N,Y,0,182700.0,Working,Higher education,Civil marriage,House / apartment,-18489,-1188,1,0,0,0,Sales staff,2
5011623,M,Y,Y,0,88100.0,Commercial associate,Lower secondary,Married,Rented apartment,-14465,-4033,1,0,0,0,Laborers,2
5011624,F,N,N,2,72400.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19507,-3205,1,0,1,0,Drivers,4
5011625,M,N,Y,1,152200.0,Working,Lower secondary,Married,With parents,-16642,-1207,1,1,0,0,Drivers,3
5011626,F,N,N,0,53200.0,Pensioner,Incomplete higher,Married,Rented apartment,-9739,365243,1,0,0,0,Drivers,2
5011627,M,N,Y,0,63100.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-24968,-1206,1,0,1,1,Core staff,2
5011628,M,N,Y,0,147300.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-17890,-108,1,0,0,0,Sales staff,2
5011629,F,Y,Y,0,119600.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,-12806,-1019,1,0,1,0,Core staff,2
5011630,F,Y,N,0,119800.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11819,-284,1,0,0,0,nan,2
5011631,M,N,Y,0,80900.0,Commercial associate,Higher education,Civil marriage,House / apartment,-21251,-4703,1,0,1,0,High skill tech staff,2
5011632,F,Y,Y,1,48900.0,Working,Secondary / secondary special,Married,With parents,-12916,-1834,1,0,0,0,Medicine staff,3
5011633,M,Y,N,0,58000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18812,-1177,1,0,1,0,Core staff,2
5011634,F,N,N,0,76600.0,Working,Academic degree,Married,House / apartment,-7922,-351,1,0,1,0,High skill tech staff,2
5011635,F,N,Y,3,73400.0,Working,Secondary / secondary special,Married,House / apartment,-14750,-57,1,0,0,0,Medicine staff,5
5011636,M,N,N,0,90900.0,Working,Higher education,Married,House / apartment,-18030,-422,1,0,0,0,Sales staff,2
5011637,M,N,N,0,60400.0,Working,Higher education,Married,Rented apartment,-24821,-1236,1,0,1,0,Laborers,2
5011638,M,N,Y,0,162600.0,Commercial associate,Lower secondary,Single / not married,Rented apartment,-11508,-2053,1,0,0,0,Accountants,1
5011639,F,Y,Y,0,27000.0,Pensioner,Academic degree,Married,House / apartment,-10757,365243,1,0,0,0,Drivers,2
5011640,F,N,Y,0,88300.0,Working,Secondary / secondary special,Married,Co-op apartment,-13256,-1429,1,0,0,1,Drivers,2
5011641,M,N,Y,0,48600.0,Working,Higher education,Married,House / apartment,-13385,-2211,1,0,0,0,Core staff,2
5011642,F,Y,N,2,65600.0,Working,Higher education,Married,House / apartment,-19524,-196,1,0,1,0,Core staff,4
5011643,M,Y,Y,1,60400.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14599,-1820,1,1,0,1,High skill tech staff,3
5011644,M,Y,Y,1,62000.0,Working,Academic degree,Separated,House / apartment,-16639,-978,1,0,1,1,Drivers,2
5011645,F,N,N,0,45200.0,Working,Incomplete higher,Married,House / apartment,-19818,-3616,1,1,0,0,Drivers,2
5011646,F,N,Y,0,58300.0,Commercial associate,Lower secondary,Widow,Rented apartment,-21764,-784,1,0,0,0,Medicine staff,1
5011647,F,N,N,0,112800.0,Working,Secondary / secondary special,Married,House / apartment,-16243,-638,1,0,0,0,Security staff,2
5011648,F,N,N,0,39100.0,Working,Incomplete higher,Married,With parents,-25360,-3387,1,0,0,0,Core staff,2
5011649,M,Y,N,0,98000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19045,-3225,1,0,0,0,Laborers,1
5011650,F,N,N,0,107300.0,Working,Higher education,Single / not married,Municipal apartment,-21714,-1251,1,0,1,0,Core staff,1
5011651,M,N,Y,0,101600.0,Working,Lower secondary,Married,Rented apartment,-8410,-473,1,0,1,0,Core staff,2
5011652,F,Y,Y,0,90300.0,Commercial associate,Higher education,Married,House / apartment,-12151,-1371,1,1,1,0,nan,2
5011653,M,N,Y,0,44700.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-18491,-1336,1,0,1,0,Laborers,2
5011654,F,Y,Y,0,36500.0,Working,Secondary / secondary special,Widow,With parents,-15844,-361,1,1,0,0,Cooking staff,1
5011655,M,N,Y,0,43000.0,Working,Higher education,Widow,House / apartment,-18356,-1024,1,0,1,0,Core staff,1
5011656,M,N,Y,0,53900.0,Commercial associate,Higher education,Single / not married,House / apartment,-11870,-3859,1,0,0,0,Sales staff,1
